hole_id,from,to,al2o3,co,cr2o3,fe,mgo,mno,ni,sio2
DH001,0,1,5.783896287001945,0.1203852322470629,2.4515075505016615,24.269921697404456,1.0498298732871811,0.7217980792328319,1.4701425457980044,21.382358078962667
DH001,1,2,6.9871440886404566,0.06627150687439028,0.7587512245111627,13.54226537297542,1.4344893183846537,0.7714642125086923,1.2372667190297397,33.9987348165405
DH001,2,3,5.87318604899557,0.09257036052760048,5.9878592052180615,36.397728139254355,1.4732079923720942,0.26695022854391665,1.569330141225188,36.700720189301514
DH001,3,4,7.990635166977217,0.08729166529641587,3.3942585468940165,16.12955108014301,1.7172733803350717,0.39698784729663655,1.2980825096902893,34.14504328549237
DH001,4,5,5.155688997381113,0.0630718903067557,3.870927390973672,34.9517258273657,1.3400878085698968,0.7694311176818399,1.6798829909343602,35.957658119232235
DH001,5,6,3.80931108824804,0.13824059102010838,2.854630554357042,18.706741836391252,1.203872592620923,1.171066295621721,1.85138541394247,27.154181171599568
DH001,6,7,10.890723429213619,0.04915473111947047,0.6565793283651224,34.357662099741404,2.2736421908333804,0.4515234884689272,1.0920873590616829,45.38222703899262
DH001,7,8,1.4363123301291214,0.06361921794705899,3.0897534759906637,39.38694665410895,2.0881368507040694,0.8971985682427301,1.1095127924652894,40.74549593393122
DH001,8,9,6.497514914517927,0.04667751339342802,1.4156009958232447,39.35193805321591,1.832040078699638,0.6932866163881024,1.0931596225408153,42.86421468892886
DH001,9,10,0.0,0.1668080318099603,4.698596271729126,2.9960000551732087,0.3318233112866473,0.8588706935410159,2.008378250210538,12.40406911185707
DH001,10,11,2.612022130386752,0.11692195342098842,3.2626854144560555,16.958721162848946,0.12111054459099724,0.8990985568743165,2.3423697657159384,18.039678074351542
DH001,11,12,12.329367691305528,0.0,1.7801819753697352,60.46412457402171,3.1801342598719584,0.0,0.21329539559616673,61.66104919253135
DH001,12,13,8.039175295817644,0.08258499727289861,0.6053771331902924,26.236026313098545,1.849360316211639,0.5008827870358732,1.6997162777326302,34.88353377344418
DH001,13,14,6.303489628391705,0.07407725288089569,2.189266521617593,29.35255826639719,1.3796235398940324,0.6819846424822902,1.6001448290698057,30.58210004523213
DH001,14,15,3.9826274409749005,0.1603101814091336,2.604215597661099,0.0,0.45047483505439634,1.0186259699397882,1.9219575565084501,19.23285208322455
DH001,15,16,5.985640024668609,0.10435332865971414,3.4718433211009576,19.640441061984212,0.838017394899452,0.8314516709105029,1.4845846053298606,34.26840686292599
DH001,16,17,0.0,0.19520874648168882,4.557527198637253,8.604475143188541,0.0,0.877560188227771,2.8354333626932253,7.3022390543125155
DH001,17,18,7.790687048456248,0.01225092965288127,1.656375207572985,42.746116537401505,2.7477845515256876,0.2797903309551884,0.751816989845158,44.10945440925897
DH001,18,19,3.6030462808745827,0.12385525875454648,2.7876775494401955,0.0,0.4773237096699827,1.145397532850449,1.9562743267214637,16.377445399322742
DH001,19,20,2.762175568688967,0.14025000306504917,2.474384449530096,9.444643458358918,0.33723850068329275,1.1883474649864854,2.101267050142066,17.61282290741922
DH001,20,21,0.0,0.1526814737679831,4.556976144292678,29.95225105745814,0.3022761577647046,0.9200020967181607,1.9423468929603256,23.42038306119442
DH001,21,22,7.534607838438275,0.08181883920548136,1.1279834513374716,22.898793586556476,1.5396154531851864,0.7529658598857999,1.5965642501036392,33.996606470381366
DH001,22,23,5.422418835388749,0.074474314813848,3.688222038675742,28.736729327306744,1.7322016249657464,0.30765263168577206,1.2192843493179315,37.5176702587132
DH001,23,24,2.9625222390161814,0.15818808608163415,3.446239646309228,9.144146344972626,0.03364776268896419,1.0037723655323392,2.6084479568953576,11.844034871291651
DH001,24,25,7.397047915291648,0.10551809576959627,2.910897529365155,26.59259977903982,1.2742685538929734,0.7318466518882343,1.5293877661491844,29.32833411145412
DH002,0,1,7.050929867746519,0.0879088648855428,2.0369933219529877,22.261430646248414,1.754782097370752,0.6471659393991334,1.2331822109497383,36.91697253939323
DH002,1,2,6.441921826569043,0.0,0.0,42.8393121121465,2.9029036350915276,0.03621631939377945,0.44217028225619437,55.03920664764159
DH002,2,3,9.239312001716053,0.05285099986371189,1.094045427127403,29.01959879010917,1.4604843216016252,0.4108737730097788,1.0551715357215883,37.03188057147469
DH002,3,4,10.706535305739926,0.0681292690260142,3.677996782603463,47.58243374778088,1.7408179763771119,0.6335046594477806,1.1292255723605114,41.25876970501283
DH002,4,5,6.276344687790528,0.06148642456665185,2.5058311501548753,35.227309704552205,2.0798924555318274,0.627806603645506,0.9482195883662692,38.51794084102358
DH002,5,6,1.6627153312766954,0.14657006036480313,4.8252150489131695,18.736584274153735,0.2728626547823594,1.175839588040168,2.4573251479596125,13.591797360627819
DH002,6,7,8.368795796838224,0.003968899013682414,1.4830229844374856,47.26739595391916,3.541393601720819,0.7414070862961458,0.6053243085973667,54.11139976028756
DH002,7,8,2.24055433779582,0.12240901179147975,5.84533898746159,19.88914546015765,1.1828681885061962,0.702245518714993,1.7608742947389318,27.893803188934736
DH002,8,9,9.167250483616751,0.020399117603696906,1.4583646794101306,47.498724523922164,3.2310402798434645,0.6008844367420252,0.39142703612653396,53.878182516617585
DH002,9,10,5.1877682582533735,0.06972757610877314,3.187399767909498,24.42513219486602,1.564801664923146,0.8267539501952317,1.0949214774872567,37.634049351380426
DH002,10,11,3.8523488699821975,0.1704445956716369,5.055012314288955,12.776545196580994,0.0,1.0912632795063657,2.3317770126818353,11.758746167398524
DH002,11,12,8.524512457639183,0.054032562651183544,1.7692626807405003,26.157987983884166,1.6203987549265397,0.7806117957380903,1.3603398590941496,38.839489301582894
DH002,12,13,0.29150570312947544,0.10477364340969919,3.210544843463078,13.431783808792948,1.3295544234668706,0.8875014627403234,1.7240041897917902,26.15134770498415
